customer_key,customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,source_avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,source_lifetime_orders,preferred_category
367,367,Christopher,Watts,christopherwatts@hotmail.com,-5540,,Medium_Value,SMS,55+,Medium,78.62,0.56,True,True,False,,16.0,Books
368,368,Andrew,Garrison,andrew632@outlook.com,-2075,,Low_Value,Push,26-35,Premium,73.16,0.64,False,True,True,,25.0,Books
369,369,Kristin,Pitts,kristinpitts@gmail.com,-3007,,High_Value,Push,18-25,Low,295.14,0.24,False,True,False,,50.0,Electronics
370,370,Lauren,Sherman,lauren.sherman@gmail.com,-3523,,High_Value,Email,36-45,Low,274.41,0.37,False,False,False,,47.0,Clothing
371,371,Steven,Baker,stevenbaker@outlook.com,-5559,,Medium_Value,Email,55+,Medium,100.53,0.63,False,False,False,,23.0,Clothing
372,372,Melissa,Cordova,melissa612@gmail.com,-10434,,Low_Value,Push,55+,Medium,90.19,0.66,False,True,True,,46.0,Home
373,373,Denise,Thompson,denise.thompson@outlook.com,-10050,,Medium_Value,Push,55+,Premium,151.51,0.48,True,True,False,,3.0,Clothing
374,374,Kristopher,Valdez,kristophervaldez@yahoo.com,-4156,,Medium_Value,SMS,18-25,Premium,169.59,0.63,False,False,True,,21.0,Beauty
375,375,Cory,Marshall,cory.marshall@gmail.com,-6605,,Low_Value,Push,46-55,Premium,47.88,0.74,True,True,True,,25.0,Beauty
376,376,Rebecca,Porter,rebeccaporter@outlook.com,-9915,,Medium_Value,Push,18-25,Medium,106.94,0.54,True,True,True,,43.0,Sports
377,377,Jessica,Schmidt,jessica.schmidt@gmail.com,-4918,,Low_Value,Push,46-55,High,59.73,0.64,True,True,True,,49.0,Home
378,378,Patrick,Thompson,patrickthompson@yahoo.com,-5558,,New_Customer,Direct,26-35,High,66.67,0.8,False,True,True,,2.0,Sports
379,379,Maria,Adams,maria348@outlook.com,-6081,,Medium_Value,Social,55+,Low,168.19,0.55,True,False,False,,23.0,Electronics
380,380,Brooke,Rodriguez,brookerodriguez@gmail.com,-2278,,Low_Value,Direct,26-35,Low,82.25,0.77,False,False,True,,22.0,Sports
381,381,Jo,Snow,jo.snow@hotmail.com,-6909,,New_Customer,Direct,36-45,Premium,108.21,0.78,True,False,True,,11.0,Books
382,382,Stephanie,Wilson,stephanie132@gmail.com,-6870,,High_Value,Email,55+,Premium,490.73,0.24,False,False,False,,18.0,Home
383,383,William,Johnson,william.johnson@hotmail.com,-7823,,High_Value,Direct,46-55,Premium,494.29,0.21,False,True,False,,41.0,Home
384,384,Joel,Heath,joelheath@hotmail.com,-7540,,Low_Value,SMS,18-25,Premium,58.76,0.6,True,False,True,,24.0,Sports
385,385,Vincent,Ramirez,vincent489@yahoo.com,-8538,,High_Value,SMS,26-35,High,207.43,0.24,False,False,False,,35.0,Sports
386,386,Richard,Haley,richard.haley@yahoo.com,-9241,,High_Value,Social,36-45,Low,384.04,0.36,False,False,False,,28.0,Books
387,387,Christopher,Decker,christopher68@gmail.com,-7899,,Low_Value,SMS,26-35,High,46.08,0.61,False,True,False,,4.0,Sports
388,388,Amy,Stokes,amystokes@outlook.com,-8866,,New_Customer,Direct,46-55,Premium,59.51,0.64,True,False,False,,28.0,Clothing
389,389,Jeffrey,Solis,jeffreysolis@yahoo.com,-6804,,High_Value,Social,36-45,Premium,476.58,0.23,False,True,False,,47.0,Electronics
390,390,Sabrina,Solomon,sabrina245@outlook.com,-3700,,Low_Value,Push,55+,Medium,59.96,0.8,True,False,True,,18.0,Electronics
391,391,Daniel,Richard,daniel.richard@gmail.com,-2475,,Medium_Value,Email,26-35,Medium,126.96,0.42,True,True,True,,33.0,Sports
392,392,Michael,Palmer,michaelpalmer@yahoo.com,-9222,,High_Value,Direct,26-35,High,384.76,0.4,False,True,True,,12.0,Clothing
393,393,Jason,Cox,jasoncox@outlook.com,-2720,,New_Customer,Push,18-25,High,140.64,0.62,True,False,True,,26.0,Home
394,394,Victoria,Jones,victoriajones@gmail.com,-9170,,High_Value,Direct,36-45,Low,204.4,0.24,False,True,False,,32.0,Sports
395,395,Michael,Smith,michael710@yahoo.com,-5095,,High_Value,Social,18-25,High,277.7,0.22,True,False,False,,42.0,Books
396,396,Felicia,Bradley,feliciabradley@hotmail.com,-5536,,High_Value,Email,46-55,Premium,479.51,0.38,True,False,False,,13.0,Clothing
397,397,David,Velazquez,david791@gmail.com,-6061,,Low_Value,SMS,18-25,Medium,81.72,0.62,False,True,False,,7.0,Electronics
398,398,Maria,Potts,maria.potts@gmail.com,-8621,,Medium_Value,Email,26-35,Premium,197.96,0.45,True,False,True,,15.0,Electronics
399,399,Leonard,Short,leonard522@hotmail.com,-2135,,New_Customer,Email,55+,Low,53.65,0.63,False,False,True,,21.0,Clothing
400,400,Stephanie,Park,stephanie.park@gmail.com,-7514,,High_Value,Direct,18-25,Medium,360.08,0.33,True,True,False,,29.0,Home
401,401,Daniel,Haley,daniel.haley@yahoo.com,-7107,,New_Customer,Email,36-45,Medium,65.84,0.67,False,True,False,,39.0,Clothing
402,402,Jason,Bailey,jason.bailey@hotmail.com,-9594,,New_Customer,Social,36-45,Premium,126.28,0.73,False,False,True,,6.0,Beauty
403,403,Joseph,Montgomery,josephmontgomery@yahoo.com,-6450,,New_Customer,Social,36-45,Low,89.68,0.52,True,True,False,,13.0,Sports
404,404,Mary,Davis,marydavis@outlook.com,-10438,,New_Customer,Social,46-55,Premium,40.97,0.55,False,True,False,,11.0,Beauty
405,405,Sean,Giles,seangiles@outlook.com,-4927,,Medium_Value,SMS,18-25,High,127.64,0.53,True,True,False,,26.0,Home
406,406,Paige,Martinez,paige.martinez@outlook.com,-8522,,High_Value,SMS,36-45,Medium,156.81,0.3,False,True,False,,48.0,Electronics
407,407,Renee,Ingram,renee.ingram@yahoo.com,-2535,,Medium_Value,Push,Unknown,High,173.81,0.57,False,False,False,,37.0,Electronics
408,408,Amy,White,amywhite@yahoo.com,-5281,,New_Customer,Social,26-35,Medium,99.22,0.69,True,True,True,,41.0,Books
409,409,Alyssa,Munoz,alyssamunoz@outlook.com,-4211,,High_Value,Social,36-45,Medium,252.5,0.3,True,False,False,,8.0,Home
410,410,Todd,Larson,toddlarson@gmail.com,-4393,,New_Customer,SMS,55+,High,131.9,0.55,True,True,True,,37.0,Books
411,411,Justin,Spears,justinspears@gmail.com,-3944,,New_Customer,SMS,18-25,Medium,35.69,0.7,True,False,False,,12.0,Books
412,412,Douglas,Lee,douglaslee@outlook.com,-4176,,High_Value,Email,55+,Premium,327.73,0.27,True,True,True,,48.0,Home
413,413,Beverly,Hall,beverlyhall@yahoo.com,-5584,,Medium_Value,SMS,46-55,Low,128.77,0.6,False,True,True,,46.0,Clothing
414,414,Susan,Alvarez,susanalvarez@outlook.com,-10783,,New_Customer,Push,18-25,Low,107.45,0.71,True,True,True,,15.0,Books
415,415,William,Cox,william179@hotmail.com,-7634,,Medium_Value,SMS,Unknown,Low,166.51,0.48,True,False,False,,47.0,Beauty
416,416,Kyle,Lloyd,kyle555@hotmail.com,-10878,,New_Customer,Social,18-25,Premium,146.25,0.55,False,False,False,,2.0,Electronics
417,417,Robert,Walton,robertwalton@yahoo.com,-10138,,High_Value,Push,36-45,Premium,465.75,0.26,True,False,True,,27.0,Electronics
418,418,Carol,Boyd,carol.boyd@hotmail.com,-6364,,High_Value,Push,46-55,Low,420.68,0.28,False,True,False,,38.0,Books
419,419,Donald,Mcgee,donaldmcgee@outlook.com,-7965,,Medium_Value,Social,26-35,High,77.84,0.43,False,True,True,,17.0,Sports
420,420,Pamela,Brown,pamela.brown@hotmail.com,-5154,,New_Customer,Direct,46-55,Low,73.92,0.69,False,True,True,,16.0,Books
421,421,Michael,Smith,michael15@yahoo.com,-9737,,High_Value,Direct,46-55,Low,265.74,0.2,False,True,True,,48.0,Home
422,422,Dustin,Robinson,dustin483@yahoo.com,-4954,,Low_Value,Push,26-35,Low,43.69,0.71,False,True,True,,10.0,Sports
423,423,Blake,Moore,blake.moore@hotmail.com,-9763,,New_Customer,Direct,26-35,Premium,66.71,0.59,True,False,True,,43.0,Home
424,424,Jay,Garcia,jay.garcia@yahoo.com,-8641,,High_Value,Direct,26-35,High,198.33,0.36,False,True,True,,8.0,Clothing
425,425,Stephanie,Ferguson,stephanie636@yahoo.com,-6177,,High_Value,Social,26-35,Premium,413.12,0.39,True,True,True,,48.0,Clothing
426,426,Andrea,Walker,andrea467@hotmail.com,-6747,,High_Value,Social,46-55,Medium,181.8,0.25,False,False,False,,22.0,Home
427,427,Maria,Johnson,mariajohnson@yahoo.com,-10657,,New_Customer,Social,18-25,Low,132.13,0.79,True,False,False,,37.0,Beauty
428,428,Andrew,Williams,andrewwilliams@yahoo.com,-3324,,Low_Value,Social,26-35,Unknown,78.92,0.71,True,True,True,,34.0,Sports
429,429,Amanda,Kirby,amanda.kirby@gmail.com,-6515,,New_Customer,Direct,46-55,Low,92.16,0.69,False,False,False,,48.0,Clothing
430,430,Katelyn,Coleman,katelyncoleman@yahoo.com,-7465,,Medium_Value,SMS,46-55,Low,104.41,0.65,False,False,False,,48.0,Books
431,431,Christina,Hill,christinahill@yahoo.com,-6240,,New_Customer,Social,46-55,Low,84.47,0.69,True,True,True,,21.0,Home
432,432,Erica,Smith,erica.smith@gmail.com,-4559,,New_Customer,Email,18-25,Premium,40.26,0.76,False,True,True,,30.0,Sports
433,433,Felicia,Sanchez,feliciasanchez@outlook.com,-9746,,Medium_Value,Social,18-25,Medium,108.64,0.62,False,False,False,,2.0,Sports
434,434,Ryan,Roberson,ryan347@outlook.com,-2257,,Medium_Value,Social,36-45,Premium,199.36,0.63,False,True,True,,5.0,Electronics
435,435,David,Goodwin,david.goodwin@gmail.com,-5187,,Low_Value,SMS,46-55,Premium,55.1,0.83,True,True,False,,16.0,Home
436,436,Rhonda,Weber,rhondaweber@gmail.com,-2860,,Low_Value,Push,26-35,Medium,39.98,0.62,True,True,True,,22.0,Books
437,437,Julia,Massey,juliamassey@hotmail.com,-9891,,Low_Value,Social,26-35,Low,41.39,0.8,False,True,False,,3.0,Clothing
438,438,Sarah,Jimenez,sarah157@yahoo.com,-2985,,New_Customer,Email,36-45,Low,65.44,0.72,False,True,True,,39.0,Beauty
439,439,Heather,Pena,heather486@outlook.com,-5888,,High_Value,Direct,46-55,Medium,181.21,0.36,False,True,True,,21.0,Clothing
440,440,Daniel,Oliver,daniel653@outlook.com,-9508,,New_Customer,Direct,26-35,Low,74.45,0.78,False,False,True,,22.0,Clothing
441,441,Kathryn,Delacruz,kathryn.delacruz@outlook.com,-3540,,New_Customer,Email,18-25,Low,69.31,0.55,False,False,False,,43.0,Electronics
442,442,Anita,Velazquez,anitavelazquez@outlook.com,-6015,,Medium_Value,Email,18-25,Medium,157.62,0.4,True,True,True,,13.0,Beauty
443,443,Emily,Keller,emily.keller@hotmail.com,-8984,,Low_Value,Push,46-55,Medium,43.83,0.71,False,True,False,,20.0,Clothing
444,444,Randall,Burnett,randall564@yahoo.com,-4421,,Low_Value,Push,Unknown,Medium,61.47,0.89,False,False,True,,36.0,Beauty
445,445,Lucas,Williams,lucas741@yahoo.com,-6457,,Medium_Value,Email,55+,Premium,185.3,0.7,True,False,False,,8.0,Electronics
446,446,Brian,Perez,brian.perez@hotmail.com,-6739,,New_Customer,SMS,26-35,Low,119.67,0.59,True,True,True,,43.0,Beauty
447,447,Jesus,Jackson,jesus689@outlook.com,-7940,,Low_Value,Email,36-45,High,96.68,0.71,False,False,False,,5.0,Electronics
448,448,Crystal,Strickland,crystalstrickland@outlook.com,-2124,,Low_Value,SMS,26-35,Medium,89.06,0.68,False,False,True,,37.0,Electronics
449,449,Jennifer,Miller,jennifermiller@hotmail.com,-4037,,Medium_Value,Push,26-35,High,194.02,0.65,True,True,True,,0.0,Clothing
450,450,Joseph,Smith,josephsmith@outlook.com,-10096,,High_Value,Email,Unknown,Unknown,322.23,0.3,False,True,False,,9.0,Clothing
451,451,Ian,Johnson,ian7@hotmail.com,-9960,,High_Value,Push,46-55,Low,284.65,0.39,False,True,True,,47.0,Electronics
452,452,Debbie,Rice,debbie887@gmail.com,-5021,,Low_Value,Social,46-55,High,73.9,0.82,False,True,True,,28.0,Beauty
453,453,Evelyn,Roberts,evelyn.roberts@outlook.com,-8804,,Medium_Value,Direct,46-55,Medium,180.1,0.66,True,False,False,,50.0,Clothing
454,454,Lisa,Gaines,lisagaines@gmail.com,-2403,,New_Customer,Social,36-45,Premium,88.48,0.53,False,False,True,,7.0,Home
455,455,Holly,Sparks,hollysparks@gmail.com,-3875,,High_Value,Push,26-35,Low,431.62,0.27,False,True,True,,34.0,Home
456,456,Jamie,Haynes,jamie172@hotmail.com,-2549,,Low_Value,Email,26-35,Low,62.44,0.69,False,False,False,,10.0,Electronics
457,457,Kathleen,Simon,kathleen.simon@hotmail.com,-9817,,High_Value,Email,46-55,High,305.73,0.36,False,True,True,,36.0,Electronics
458,458,Leslie,Thomas,leslie.thomas@outlook.com,-6394,,High_Value,Email,36-45,Medium,349.02,0.3,False,True,False,,29.0,Clothing
459,459,Sydney,Garrett,sydney360@yahoo.com,-9020,,New_Customer,Push,18-25,Low,75.89,0.54,True,False,True,,8.0,Books
460,460,Ashley,Hancock,ashley150@hotmail.com,-7796,,High_Value,Social,36-45,Low,345.68,0.24,True,False,True,,0.0,Beauty
461,461,Angela,Green,angela.green@gmail.com,-4069,,Medium_Value,SMS,55+,Premium,116.12,0.58,False,False,True,,44.0,Books
462,462,Carlos,Jordan,carlos.jordan@outlook.com,-7152,,High_Value,Email,26-35,Premium,385.78,0.2,True,False,False,,1.0,Clothing
463,463,Christopher,Davis,christopher440@outlook.com,-4950,,Medium_Value,Direct,46-55,High,198.58,0.54,True,True,False,,15.0,Electronics
464,464,Gina,Parker,ginaparker@outlook.com,-9908,,Medium_Value,Social,55+,High,168.66,0.4,False,True,True,,7.0,Clothing
465,465,Anthony,Campos,anthony.campos@yahoo.com,-5708,,High_Value,Direct,46-55,Premium,156.1,0.23,True,True,True,,37.0,Sports
466,466,Steven,Forbes,steven854@outlook.com,-7430,,Low_Value,Direct,26-35,Premium,83.12,0.68,False,True,False,,6.0,Books
467,467,Cheryl,Valdez,cheryl.valdez@outlook.com,-5790,,Medium_Value,SMS,26-35,Premium,137.82,0.58,True,False,True,,15.0,Beauty
468,468,Robert,Fisher,robert.fisher@gmail.com,-9762,,Medium_Value,Social,46-55,Low,197.76,0.69,True,False,True,,23.0,Clothing
469,469,Jennifer,Brooks,jennifer570@hotmail.com,-6565,,Medium_Value,SMS,18-25,Medium,135.75,0.48,False,True,False,,43.0,Electronics
470,470,Michael,Huerta,michaelhuerta@outlook.com,-7973,,Medium_Value,Direct,18-25,Premium,113.07,0.49,True,True,False,,26.0,Home
471,471,Tiffany,Hill,tiffany.hill@hotmail.com,-5235,,High_Value,SMS,18-25,Medium,336.84,0.31,True,True,True,,50.0,Books
472,472,Sarah,Frazier,sarahfrazier@outlook.com,-6563,,New_Customer,SMS,36-45,Unknown,94.79,0.6,True,False,False,,7.0,Electronics
473,473,Laura,Delacruz,lauradelacruz@outlook.com,-4900,,New_Customer,Email,18-25,Low,98.02,0.75,False,True,False,,16.0,Books
474,474,Hayden,Avila,hayden.avila@hotmail.com,-2289,,New_Customer,Email,26-35,High,32.1,0.54,False,True,False,,15.0,Beauty
475,475,Aaron,Gonzalez,aaron.gonzalez@yahoo.com,-6135,,High_Value,SMS,55+,Medium,376.35,0.27,False,False,True,,25.0,Electronics
476,476,Philip,Chung,philip78@gmail.com,-10295,,New_Customer,SMS,26-35,Medium,52.51,0.65,True,True,True,,21.0,Clothing
477,477,Stephanie,Edwards,stephanie448@hotmail.com,-4575,,High_Value,Direct,Unknown,Low,397.34,0.37,True,True,True,,3.0,Home
478,478,Kimberly,Robertson,kimberly.robertson@gmail.com,-10971,,New_Customer,SMS,55+,Medium,143.38,0.64,True,False,False,,4.0,Beauty
479,479,David,Le,davidle@hotmail.com,-6862,,High_Value,Push,55+,Medium,328.8,0.31,False,False,True,,25.0,Beauty
480,480,Michelle,Bender,michelle412@hotmail.com,-3959,,High_Value,SMS,55+,Medium,338.97,0.32,True,True,True,,37.0,Electronics
481,481,James,Yoder,james.yoder@yahoo.com,-6628,,Medium_Value,SMS,36-45,Low,92.67,0.65,True,False,False,,19.0,Beauty
482,482,Deborah,Jones,deborah.jones@hotmail.com,-9916,,Medium_Value,SMS,36-45,Unknown,93.63,0.55,True,False,True,,48.0,Home
483,483,Christopher,Rodriguez,christopher.rodriguez@outlook.com,-4853,,Medium_Value,Push,18-25,Low,110.36,0.62,False,False,False,,0.0,Books
484,484,Edward,Mccoy,edward.mccoy@hotmail.com,-4484,,New_Customer,Push,36-45,Unknown,87.87,0.66,False,False,False,,6.0,Electronics
485,485,Marcus,Williams,marcus129@outlook.com,-5014,,New_Customer,Push,55+,Premium,76.99,0.69,True,True,True,,19.0,Clothing
486,486,Gordon,Morales,gordonmorales@outlook.com,-2306,,New_Customer,Push,26-35,Premium,93.99,0.6,False,True,False,,34.0,Clothing
487,487,Grant,Hayes,granthayes@hotmail.com,-5200,,Medium_Value,Email,46-55,High,75.34,0.58,True,False,False,,6.0,Electronics
488,488,Trevor,Archer,trevor220@gmail.com,-10582,,High_Value,Push,46-55,High,182.35,0.28,False,False,True,,39.0,Electronics
489,489,Douglas,Bennett,douglas415@gmail.com,-11036,,Medium_Value,Social,18-25,Premium,179.73,0.69,True,True,False,,13.0,Electronics
490,490,Leslie,Butler,lesliebutler@yahoo.com,-3665,,High_Value,SMS,55+,High,441.67,0.29,False,True,True,,35.0,Clothing
491,491,Emily,Miles,emily.miles@outlook.com,-11276,,New_Customer,Email,36-45,Medium,141.22,0.61,False,False,True,,50.0,Sports
492,492,Kari,Hughes,karihughes@outlook.com,-5290,,Medium_Value,Email,36-45,High,92.21,0.5,True,False,True,,35.0,Electronics
493,493,Andre,Lozano,andre.lozano@yahoo.com,-10335,,High_Value,Direct,18-25,Premium,386.68,0.36,False,False,False,,21.0,Clothing
494,494,Victoria,Nichols,victorianichols@hotmail.com,-5633,,Low_Value,Email,18-25,High,26.83,0.73,True,False,False,,13.0,Clothing
495,495,Wendy,Dougherty,wendydougherty@gmail.com,-9452,,New_Customer,Push,55+,Premium,46.56,0.64,False,False,False,,50.0,Sports
496,496,Daniel,Martinez,daniel.martinez@gmail.com,-9236,,Medium_Value,Social,36-45,Low,101.71,0.6,False,False,True,,28.0,Home
497,497,Christopher,Jones,christopherjones@gmail.com,-8355,,New_Customer,SMS,46-55,Low,47.82,0.51,True,False,False,,19.0,Sports
498,498,John,Beasley,johnbeasley@outlook.com,-8671,,Medium_Value,Push,26-35,Medium,142.07,0.47,False,False,False,,26.0,Sports
499,499,Brett,Gray,brett583@hotmail.com,-4977,,Low_Value,SMS,18-25,Low,68.62,0.77,False,False,True,,44.0,Sports
500,500,Barbara,Sullivan,barbarasullivan@yahoo.com,-7937,,Medium_Value,SMS,18-25,Medium,155.82,0.5,False,False,False,,10.0,Electronics
501,501,Martin,Thompson,martinthompson@hotmail.com,-3018,,Medium_Value,SMS,55+,Premium,195.55,0.58,False,False,False,,4.0,Electronics
502,502,Sara,Torres,sara596@hotmail.com,-8504,,High_Value,SMS,46-55,Low,248.71,0.24,True,True,False,,30.0,Electronics
503,503,Jonathan,Haney,jonathanhaney@yahoo.com,-4589,,High_Value,Social,36-45,Low,312.04,0.34,False,True,False,,27.0,Sports
504,504,Ronald,Bailey,ronald21@gmail.com,-6004,,Medium_Value,Push,26-35,Low,124.27,0.58,False,True,False,,43.0,Beauty
505,505,Natalie,Levy,natalie.levy@yahoo.com,-7605,,New_Customer,Push,55+,Premium,40.14,0.56,False,False,True,,30.0,Electronics
506,506,Jesus,Norman,jesus958@gmail.com,-5630,,New_Customer,Direct,46-55,Unknown,149.68,0.63,True,True,False,,46.0,Clothing
507,507,Christine,Case,christine171@yahoo.com,-2120,,High_Value,Social,55+,Medium,423.12,0.37,False,False,False,,49.0,Sports
508,508,Steven,Scott,steven.scott@hotmail.com,-9953,,New_Customer,SMS,18-25,Premium,63.93,0.74,False,False,True,,14.0,Sports
509,509,Katherine,Medina,katherine.medina@yahoo.com,-3516,,High_Value,Social,18-25,Medium,448.27,0.24,False,True,False,,40.0,Clothing
510,510,Tyler,Anderson,tyleranderson@gmail.com,-9256,,High_Value,Email,46-55,Medium,188.77,0.25,False,True,True,,30.0,Home
511,511,Michael,Blake,michaelblake@yahoo.com,-11277,,High_Value,Direct,Unknown,High,289.53,0.2,False,True,True,,12.0,Electronics
512,512,Billy,Howe,billy965@hotmail.com,-6767,,Medium_Value,Social,36-45,High,169.24,0.52,False,True,False,,10.0,Sports
513,513,Latoya,Valentine,latoya.valentine@yahoo.com,-7601,,High_Value,Push,18-25,Medium,290.1,0.23,False,True,True,,3.0,Electronics
514,514,Michelle,Day,michelleday@yahoo.com,-3396,,New_Customer,Email,55+,Low,65.85,0.62,False,False,False,,9.0,Beauty
515,515,Amanda,Jones,amanda521@gmail.com,-7223,,New_Customer,Social,55+,Medium,122.58,0.73,True,False,False,,21.0,Clothing
516,516,Brianna,Walter,briannawalter@hotmail.com,-4258,,Medium_Value,Email,55+,Premium,165.85,0.56,True,True,False,,34.0,Beauty
517,517,Michael,Vincent,michael913@outlook.com,-9861,,High_Value,Email,46-55,Unknown,232.47,0.25,False,False,False,,48.0,Sports
518,518,Teresa,Garcia,teresa276@yahoo.com,-4625,,New_Customer,SMS,18-25,Low,118.14,0.51,False,False,True,,23.0,Clothing
519,519,Patricia,Garcia,patricia134@outlook.com,-10208,,New_Customer,Social,18-25,Low,103.48,0.7,True,True,False,,38.0,Electronics
520,520,Lisa,Taylor,lisa.taylor@outlook.com,-7515,,New_Customer,Email,Unknown,Low,108.15,0.69,False,True,True,,31.0,Sports
521,521,Stacy,Irwin,stacy426@gmail.com,-9785,,Low_Value,SMS,26-35,Unknown,98.44,0.77,False,False,False,,28.0,Home
522,522,Christopher,Taylor,christopher.taylor@yahoo.com,-3647,,High_Value,Social,26-35,High,206.86,0.38,True,False,True,,38.0,Books
523,523,Marilyn,Delacruz,marilyn.delacruz@yahoo.com,-5594,,Medium_Value,Direct,46-55,High,198.61,0.51,False,False,True,,30.0,Electronics
524,524,Laura,Jefferson,laura.jefferson@yahoo.com,-2826,,High_Value,SMS,46-55,Unknown,401.36,0.28,True,True,False,,0.0,Electronics
525,525,Patricia,Thomas,patricia.thomas@outlook.com,-10635,,New_Customer,Direct,36-45,High,44.62,0.59,False,False,False,,36.0,Clothing
526,526,Jeremy,Garcia,jeremy.garcia@gmail.com,-5482,,Medium_Value,Email,55+,Premium,102.61,0.41,True,True,False,,39.0,Books
527,527,Tonya,Ross,tonyaross@hotmail.com,-7449,,Low_Value,Direct,55+,Premium,95.6,0.89,False,False,True,,27.0,Electronics
528,528,Eddie,Fitzgerald,eddie202@gmail.com,-8705,,New_Customer,Push,Unknown,Low,147.33,0.7,True,False,True,,36.0,Clothing
529,529,Nicholas,George,nicholasgeorge@gmail.com,-6143,,New_Customer,Social,46-55,High,128.35,0.74,False,False,True,,34.0,Books
530,530,Courtney,Shaw,courtney.shaw@gmail.com,-9562,,Low_Value,Social,55+,High,74.2,0.78,True,False,False,,15.0,Books
531,531,Gary,Williams,garywilliams@outlook.com,-9313,,New_Customer,Direct,26-35,Premium,82.25,0.52,False,True,False,,4.0,Beauty
532,532,Kristin,Jennings,kristin489@outlook.com,-7350,,Low_Value,SMS,46-55,Unknown,77.88,0.81,True,False,False,,2.0,Sports
533,533,Richard,Allen,richard.allen@hotmail.com,-4698,,High_Value,Direct,18-25,Low,394.92,0.32,False,False,True,,37.0,Home
534,534,Dalton,Acevedo,dalton.acevedo@hotmail.com,-3776,,New_Customer,Social,Unknown,Premium,66.57,0.71,False,True,True,,39.0,Home
535,535,Matthew,Graham,matthew746@outlook.com,-9933,,Low_Value,Push,36-45,Premium,44.61,0.79,False,True,False,,42.0,Home
536,536,Jessica,Brooks,jessica148@gmail.com,-3661,,High_Value,Push,18-25,Medium,461.32,0.37,True,False,False,,5.0,Clothing
537,537,Carlos,Lee,carloslee@gmail.com,-6683,,Low_Value,Push,18-25,Low,88.14,0.89,False,False,True,,47.0,Home
538,538,Ryan,Clark,ryanclark@gmail.com,-2481,,Medium_Value,SMS,55+,Medium,133.04,0.68,True,True,False,,14.0,Beauty
539,539,Noah,Lewis,noah.lewis@hotmail.com,-3085,,New_Customer,Email,36-45,Premium,148.2,0.69,True,False,True,,23.0,Electronics
540,540,Jason,Oliver,jasonoliver@hotmail.com,-4220,,New_Customer,Email,46-55,Medium,63.69,0.79,False,True,True,,36.0,Books
541,541,Jeffrey,Watson,jeffrey182@yahoo.com,-2484,,High_Value,Direct,55+,Premium,263.33,0.32,True,True,True,,50.0,Electronics
542,542,Kelly,Owens,kelly546@hotmail.com,-4030,,Low_Value,Push,55+,High,82.42,0.66,True,False,True,,29.0,Beauty
543,543,Angel,Taylor,angel609@hotmail.com,-9501,,Low_Value,Direct,46-55,Medium,25.97,0.66,False,False,False,,50.0,Clothing
544,544,Randy,Lambert,randy.lambert@yahoo.com,-4254,,Medium_Value,Email,55+,Low,105.03,0.56,False,False,False,,7.0,Beauty
545,545,Gerald,Griffith,gerald.griffith@yahoo.com,-10323,,New_Customer,Email,55+,High,62.52,0.61,True,False,True,,43.0,Sports
546,546,Brooke,Ramos,brooke475@gmail.com,-7403,,High_Value,Direct,18-25,High,209.61,0.33,False,False,True,,4.0,Beauty
547,547,Anthony,Carter,anthony.carter@yahoo.com,-11235,,Medium_Value,SMS,55+,High,199.01,0.52,False,False,True,,27.0,Sports
548,548,John,Saunders,john278@hotmail.com,-9551,,High_Value,Direct,36-45,Premium,379.65,0.34,False,True,False,,19.0,Books
549,549,Amber,Anthony,amberanthony@outlook.com,-6417,,New_Customer,Direct,18-25,High,148.91,0.6,False,False,True,,36.0,Electronics
550,550,Norma,Shannon,norma.shannon@gmail.com,-4287,,New_Customer,Direct,55+,Low,92.75,0.53,True,True,False,,38.0,Clothing
551,551,Carrie,Alexander,carriealexander@gmail.com,-4437,,Low_Value,Social,36-45,High,85.93,0.68,False,False,False,,4.0,Electronics
552,552,Karen,Norton,karen555@gmail.com,-8107,,Low_Value,SMS,36-45,Low,86.92,0.71,False,False,True,,45.0,Sports
553,553,Louis,Stark,louis.starkoutlook.com,-7192,,New_Customer,Direct,18-25,Medium,44.38,0.54,False,True,True,,26.0,Sports
554,554,Stephen,Massey,stephen28@yahoo.com,-10121,,New_Customer,SMS,55+,Medium,111.69,0.69,False,True,True,,0.0,Clothing
555,555,Joshua,Daniels,joshua741@yahoo.com,-7360,,Low_Value,Push,18-25,Premium,31.24,0.68,False,False,False,,32.0,Sports
556,556,Tracy,Olsen,tracy477@gmail.com,-3174,,New_Customer,Direct,46-55,Medium,58.13,0.53,True,True,True,,22.0,Electronics
557,557,Joseph,Myers,joseph.myers@hotmail.com,-9397,,High_Value,Social,26-35,Medium,209.58,0.39,True,True,True,,2.0,Electronics
558,558,John,Delgado,john.delgadoyahoo.com,-3165,,High_Value,SMS,46-55,Medium,299.92,0.25,True,True,False,,37.0,Clothing
559,559,Cheryl,Castillo,cherylcastillo@outlook.com,-9905,,Low_Value,Direct,18-25,Low,31.69,0.7,True,False,True,,39.0,Clothing
560,560,Katie,Jenkins,katie.jenkins@gmail.com,-10799,,Medium_Value,SMS,18-25,Premium,101.15,0.49,False,False,False,,28.0,Electronics
561,561,Brian,Walter,brian358@gmail.com,-11642,,Low_Value,Social,26-35,Premium,95.53,0.85,False,False,False,,9.0,Beauty
