customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,source_avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category,total_orders,paid_orders,cancelled_orders,total_revenue,avg_order_value_actual,first_order_date,last_order_date,promo_orders,non_promo_orders,promo_revenue,non_promo_revenue,preferred_product_category,customer_recency_days,lifecycle_segment,invalid_phone_flag,missing_last_purchase_flag,invalid_registration_date_flag
501,Martin,Thompson,martinthompson@hotmail.com,-3018,,Medium_Value,SMS,55+,Premium,195.55,0.58,False,False,False,,4,Electronics,6,4,2,933.63,233.4075,2025-03-28,2025-07-03,1,3,267.23,666.4,Sports,350.0,Dormant,True,False,True
502,Sara,Torres,sara596@hotmail.com,-8504,,High_Value,SMS,46-55,Low,248.71,0.24,True,True,False,,30,Electronics,6,6,0,1519.95,253.325,2024-07-09,2025-03-19,1,5,390.22,1129.73,Books,456.0,Dormant,True,False,True
503,Jonathan,Haney,jonathanhaney@yahoo.com,-4589,,High_Value,Social,36-45,Low,312.04,0.34,False,True,False,,27,Sports,7,6,1,2050.34,341.72333333333336,2024-07-30,2025-04-09,0,6,0.0,2050.34,Books,435.0,Dormant,True,False,True
504,Ronald,Bailey,ronald21@gmail.com,-6004,,Medium_Value,Push,26-35,Low,124.27,0.58,False,True,False,,43,Beauty,3,3,0,312.34,104.11333333333333,2024-10-08,2025-05-21,0,3,0.0,312.34,Clothing,393.0,Dormant,True,False,True
505,Natalie,Levy,natalie.levy@yahoo.com,-7605,,New_Customer,Push,55+,Premium,40.14,0.56,False,False,True,,30,Electronics,7,6,1,243.01,40.501666666666665,2024-09-01,2025-05-21,0,6,0.0,243.01,Beauty,393.0,Dormant,True,False,True
506,Jesus,Norman,jesus958@gmail.com,-5630,,New_Customer,Direct,46-55,Unknown,149.68,0.63,True,True,False,,46,Clothing,11,10,1,1599.93,159.993,2024-08-13,2025-06-29,1,9,247.53,1352.4,Sports,354.0,Dormant,True,False,True
507,Christine,Case,christine171@yahoo.com,-2120,,High_Value,Social,55+,Medium,423.12,0.37,False,False,False,,49,Sports,12,12,0,6001.98,500.165,2024-07-06,2025-05-19,2,10,1229.37,4772.61,Sports,395.0,Dormant,True,False,True
508,Steven,Scott,steven.scott@hotmail.com,-9953,,New_Customer,SMS,18-25,Premium,63.93,0.74,False,False,True,,14,Sports,7,5,2,323.57,64.714,2024-08-14,2025-04-12,0,5,0.0,323.57,Clothing,432.0,Dormant,True,False,True
509,Katherine,Medina,katherine.medina@yahoo.com,-3516,,High_Value,Social,18-25,Medium,448.27,0.24,False,True,False,,40,Clothing,5,4,1,1782.46,445.615,2024-10-27,2025-04-19,0,4,0.0,1782.46,Sports,425.0,Dormant,True,False,True
510,Tyler,Anderson,tyleranderson@gmail.com,-9256,,High_Value,Email,46-55,Medium,188.77,0.25,False,True,True,,30,Home,10,10,0,1839.92,183.992,2024-07-16,2025-07-02,0,10,0.0,1839.92,Home,351.0,Dormant,True,True,True
511,Michael,Blake,michaelblake@yahoo.com,-11277,,High_Value,Direct,Unknown,High,289.53,0.2,False,True,True,,12,Electronics,5,5,0,1552.82,310.564,2024-09-13,2025-03-05,1,4,349.09,1203.73,Home,470.0,Dormant,True,False,True
512,Billy,Howe,billy965@hotmail.com,-6767,,Medium_Value,Social,36-45,High,169.24,0.52,False,True,False,,10,Sports,11,11,0,2130.45,193.67727272727274,2024-08-07,2025-06-25,3,8,718.46,1411.99,Clothing,358.0,Dormant,True,True,True
513,Latoya,Valentine,latoya.valentine@yahoo.com,-7601,,High_Value,Push,18-25,Medium,290.1,0.23,False,True,True,,3,Electronics,6,4,2,1158.91,289.7275,2024-11-14,2025-05-12,0,4,0.0,1158.91,Beauty,402.0,Dormant,True,False,True
514,Michelle,Day,michelleday@yahoo.com,-3396,,New_Customer,Email,55+,Low,65.85,0.62,False,False,False,,9,Beauty,6,5,1,408.78,81.756,2024-08-12,2025-04-19,4,1,334.17,74.61,Home,425.0,Dormant,True,False,True
515,Amanda,Jones,amanda521@gmail.com,-7223,,New_Customer,Social,55+,Medium,122.58,0.73,True,False,False,,21,Clothing,7,5,2,590.56,118.112,2024-11-05,2025-05-02,0,5,0.0,590.56,Home,412.0,Dormant,True,True,True
516,Brianna,Walter,briannawalter@hotmail.com,-4258,,Medium_Value,Email,55+,Premium,165.85,0.56,True,True,False,,34,Beauty,7,7,0,1100.84,157.26285714285714,2024-08-01,2025-05-17,1,6,213.34,887.5,Clothing,397.0,Dormant,True,True,True
517,Michael,Vincent,michael913@outlook.com,-9861,,High_Value,Email,46-55,Unknown,232.47,0.25,False,False,False,,48,Sports,10,8,2,2118.73,264.84125,2024-07-05,2025-06-27,1,7,351.24,1767.49,Beauty,356.0,Dormant,True,False,True
518,Teresa,Garcia,teresa276@yahoo.com,-4625,,New_Customer,SMS,18-25,Low,118.14,0.51,False,False,True,,23,Clothing,9,7,2,953.52,136.21714285714285,2024-08-20,2025-07-03,2,5,341.6,611.92,Electronics,350.0,Dormant,True,False,True
519,Patricia,Garcia,patricia134@outlook.com,-10208,,New_Customer,Social,18-25,Low,103.48,0.7,True,True,False,,38,Electronics,10,8,2,915.68,114.46,2024-08-03,2025-06-16,2,6,310.14,605.54,Sports,367.0,Dormant,True,True,True
520,Lisa,Taylor,lisa.taylor@outlook.com,-7515,,New_Customer,Email,Unknown,Low,108.15,0.69,False,True,True,,31,Sports,7,6,1,776.15,129.35833333333332,2024-07-27,2025-06-21,3,3,439.41,336.74,Clothing,362.0,Dormant,True,False,True
521,Stacy,Irwin,stacy426@gmail.com,-9785,,Low_Value,SMS,26-35,Unknown,98.44,0.77,False,False,False,,28,Home,9,8,1,911.11,113.88875,2024-07-11,2025-06-07,3,5,388.99,522.12,Books,376.0,Dormant,True,False,True
522,Christopher,Taylor,christopher.taylor@yahoo.com,-3647,,High_Value,Social,26-35,High,206.86,0.38,True,False,True,,38,Books,10,8,2,1535.27,191.90875,2024-07-17,2025-06-10,0,8,0.0,1535.27,Electronics,373.0,Dormant,True,False,True
523,Marilyn,Delacruz,marilyn.delacruz@yahoo.com,-5594,,Medium_Value,Direct,46-55,High,198.61,0.51,False,False,True,,30,Electronics,4,3,1,781.61,260.5366666666667,2024-08-10,2024-11-08,1,2,325.03,456.58,Clothing,587.0,Dormant,True,False,True
524,Laura,Jefferson,laura.jefferson@yahoo.com,-2826,,High_Value,SMS,46-55,Unknown,401.36,0.28,True,True,False,,0,Electronics,4,2,2,1004.11,502.055,2024-08-05,2025-06-09,1,1,709.91,294.2,Clothing,374.0,Dormant,True,False,True
525,Patricia,Thomas,patricia.thomas@outlook.com,-10635,,New_Customer,Direct,36-45,High,44.62,0.59,False,False,False,,36,Clothing,7,6,1,316.33,52.721666666666664,2024-07-21,2025-06-15,3,3,183.81,132.52,Beauty,368.0,Dormant,True,False,True
526,Jeremy,Garcia,jeremy.garcia@gmail.com,-5482,,Medium_Value,Email,55+,Premium,102.61,0.41,True,True,False,,39,Books,4,3,1,370.3,123.43333333333334,2024-11-12,2025-04-26,1,2,136.73,233.57,Electronics,418.0,Dormant,True,False,True
527,Tonya,Ross,tonyaross@hotmail.com,-7449,,Low_Value,Direct,55+,Premium,95.6,0.89,False,False,True,,27,Electronics,8,8,0,845.32,105.665,2024-07-27,2025-05-27,1,7,154.63,690.69,Clothing,387.0,Dormant,True,False,True
528,Eddie,Fitzgerald,eddie202@gmail.com,-8705,,New_Customer,Push,Unknown,Low,147.33,0.7,True,False,True,,36,Clothing,7,7,0,1179.62,168.51714285714286,2024-08-19,2025-05-12,3,4,593.33,586.29,Home,402.0,Dormant,True,False,True
529,Nicholas,George,nicholasgeorge@gmail.com,-6143,,New_Customer,Social,46-55,High,128.35,0.74,False,False,True,,34,Books,7,6,1,923.41,153.90166666666667,2024-08-10,2025-05-10,2,4,405.14,518.27,Home,404.0,Dormant,True,False,True
530,Courtney,Shaw,courtney.shaw@gmail.com,-9562,,Low_Value,Social,55+,High,74.2,0.78,True,False,False,,15,Books,4,3,1,251.45,83.81666666666666,2024-11-07,2024-12-24,0,3,0.0,251.45,Books,541.0,Dormant,True,False,True
531,Gary,Williams,garywilliams@outlook.com,-9313,,New_Customer,Direct,26-35,Premium,82.25,0.52,False,True,False,,4,Beauty,8,8,0,724.51,90.56375,2024-07-28,2025-05-20,3,5,372.96,351.55,Electronics,394.0,Dormant,True,True,True
532,Kristin,Jennings,kristin489@outlook.com,-7350,,Low_Value,SMS,46-55,Unknown,77.88,0.81,True,False,False,,2,Sports,3,2,1,154.29,77.145,2024-09-18,2024-10-04,0,2,0.0,154.29,Electronics,622.0,Dormant,True,True,True
533,Richard,Allen,richard.allen@hotmail.com,-4698,,High_Value,Direct,18-25,Low,394.92,0.32,False,False,True,,37,Home,4,2,2,821.0,410.5,2025-02-04,2025-05-15,0,2,0.0,821.0,Electronics,399.0,Dormant,True,False,True
534,Dalton,Acevedo,dalton.acevedo@hotmail.com,-3776,,New_Customer,Social,Unknown,Premium,66.57,0.71,False,True,True,,39,Home,10,7,3,535.78,76.54,2024-10-18,2025-05-25,3,4,259.87,275.91,Electronics,389.0,Dormant,True,False,True
535,Matthew,Graham,matthew746@outlook.com,-9933,,Low_Value,Push,36-45,Premium,44.61,0.79,False,True,False,,42,Home,13,12,1,660.77,55.064166666666665,2024-09-10,2025-06-09,4,8,288.62,372.15,Sports,374.0,Dormant,True,True,True
536,Jessica,Brooks,jessica148@gmail.com,-3661,,High_Value,Push,18-25,Medium,461.32,0.37,True,False,False,,5,Clothing,8,7,1,3216.31,459.47285714285715,2024-09-17,2025-07-01,1,6,511.72,2704.59,Home,352.0,Dormant,True,False,True
537,Carlos,Lee,carloslee@gmail.com,-6683,,Low_Value,Push,18-25,Low,88.14,0.89,False,False,True,,47,Home,6,6,0,611.31,101.885,2024-11-22,2025-06-06,1,5,135.87,475.44,Books,377.0,Dormant,True,False,True
538,Ryan,Clark,ryanclark@gmail.com,-2481,,Medium_Value,SMS,55+,Medium,133.04,0.68,True,True,False,,14,Beauty,3,2,1,345.42,172.71,2024-08-13,2025-05-26,1,1,203.34,142.08,Sports,388.0,Dormant,True,False,True
539,Noah,Lewis,noah.lewis@hotmail.com,-3085,,New_Customer,Email,36-45,Premium,148.2,0.69,True,False,True,,23,Electronics,8,6,2,933.87,155.645,2024-08-31,2025-04-22,1,5,222.04,711.83,Books,422.0,Dormant,True,False,True
540,Jason,Oliver,jasonoliver@hotmail.com,-4220,,New_Customer,Email,46-55,Medium,63.69,0.79,False,True,True,,36,Books,7,6,1,384.43,64.07166666666667,2024-07-05,2025-02-26,1,5,88.44,295.99,Beauty,477.0,Dormant,True,False,True
541,Jeffrey,Watson,jeffrey182@yahoo.com,-2484,,High_Value,Direct,55+,Premium,263.33,0.32,True,True,True,,50,Electronics,3,3,0,898.51,299.50333333333333,2024-08-14,2025-02-22,1,2,402.79,495.72,Electronics,481.0,Dormant,True,False,True
542,Kelly,Owens,kelly546@hotmail.com,-4030,,Low_Value,Push,55+,High,82.42,0.66,True,False,True,,29,Beauty,3,2,1,191.39,95.695,2024-10-17,2025-01-15,0,2,0.0,191.39,Electronics,519.0,Dormant,True,False,True
543,Angel,Taylor,angel609@hotmail.com,-9501,,Low_Value,Direct,46-55,Medium,25.97,0.66,False,False,False,,50,Clothing,9,9,0,283.52,31.502222222222223,2024-07-12,2025-05-17,3,6,115.15,168.37,Sports,397.0,Dormant,True,True,True
544,Randy,Lambert,randy.lambert@yahoo.com,-4254,,Medium_Value,Email,55+,Low,105.03,0.56,False,False,False,,7,Beauty,10,8,2,843.26,105.4075,2024-08-03,2025-03-08,0,8,0.0,843.26,Books,467.0,Dormant,True,False,True
545,Gerald,Griffith,gerald.griffith@yahoo.com,-10323,,New_Customer,Email,55+,High,62.52,0.61,True,False,True,,43,Sports,10,7,3,528.5,75.5,2024-10-04,2025-06-14,3,4,267.07,261.43,Beauty,369.0,Dormant,True,False,True
546,Brooke,Ramos,brooke475@gmail.com,-7403,,High_Value,Direct,18-25,High,209.61,0.33,False,False,True,,4,Beauty,9,7,2,1700.63,242.94714285714286,2024-07-08,2025-06-08,3,4,917.47,783.16,Books,375.0,Dormant,True,False,True
547,Anthony,Carter,anthony.carter@yahoo.com,-11235,,Medium_Value,SMS,55+,High,199.01,0.52,False,False,True,,27,Sports,7,5,2,1017.49,203.498,2024-08-04,2025-04-22,0,5,0.0,1017.49,Sports,422.0,Dormant,True,False,True
548,John,Saunders,john278@hotmail.com,-9551,,High_Value,Direct,36-45,Premium,379.65,0.34,False,True,False,,19,Books,5,4,1,1455.24,363.81,2024-10-21,2025-05-14,0,4,0.0,1455.24,Clothing,400.0,Dormant,True,True,True
549,Amber,Anthony,amberanthony@outlook.com,-6417,,New_Customer,Direct,18-25,High,148.91,0.6,False,False,True,,36,Electronics,7,6,1,1134.5,189.08333333333334,2024-08-04,2025-05-31,3,3,694.52,439.98,Sports,383.0,Dormant,True,False,True
550,Norma,Shannon,norma.shannon@gmail.com,-4287,,New_Customer,Direct,55+,Low,92.75,0.53,True,True,False,,38,Clothing,8,6,1,586.83,97.805,2024-08-09,2025-06-01,0,6,0.0,586.83,Books,382.0,Dormant,True,False,True
551,Carrie,Alexander,carriealexander@gmail.com,-4437,,Low_Value,Social,36-45,High,85.93,0.68,False,False,False,,4,Electronics,9,7,2,599.63,85.66142857142857,2024-10-05,2025-05-02,1,6,105.2,494.43,Home,412.0,Dormant,True,False,True
552,Karen,Norton,karen555@gmail.com,-8107,,Low_Value,SMS,36-45,Low,86.92,0.71,False,False,True,,45,Sports,6,6,0,541.69,90.28166666666667,2024-11-03,2025-03-04,0,6,0.0,541.69,Home,471.0,Dormant,True,False,True
553,Louis,Stark,louis.starkoutlook.com,-7192,,New_Customer,Direct,18-25,Medium,44.38,0.54,False,True,True,,26,Sports,4,4,0,152.48,38.12,2024-09-08,2025-06-28,0,4,0.0,152.48,Books,355.0,Dormant,True,False,True
554,Stephen,Massey,stephen28@yahoo.com,-10121,,New_Customer,SMS,55+,Medium,111.69,0.69,False,True,True,,0,Clothing,6,5,1,653.67,130.734,2024-10-28,2025-06-01,1,4,166.65,487.02,Electronics,382.0,Dormant,True,False,True
555,Joshua,Daniels,joshua741@yahoo.com,-7360,,Low_Value,Push,18-25,Premium,31.24,0.68,False,False,False,,32,Sports,3,3,0,109.98,36.66,2024-07-05,2025-01-03,0,3,0.0,109.98,Home,531.0,Dormant,True,False,True
556,Tracy,Olsen,tracy477@gmail.com,-3174,,New_Customer,Direct,46-55,Medium,58.13,0.53,True,True,True,,22,Electronics,6,5,1,327.08,65.416,2024-07-20,2025-06-04,1,4,99.16,227.92,Beauty,379.0,Dormant,True,False,True
557,Joseph,Myers,joseph.myers@hotmail.com,-9397,,High_Value,Social,26-35,Medium,209.58,0.39,True,True,True,,2,Electronics,7,6,1,1391.76,231.96,2024-07-18,2025-07-03,1,5,343.11,1048.65,Clothing,350.0,Dormant,True,False,True
558,John,Delgado,john.delgadoyahoo.com,-3165,,High_Value,SMS,46-55,Medium,299.92,0.25,True,True,False,,37,Clothing,6,5,0,1462.35,292.47,2024-08-17,2025-04-04,0,5,0.0,1462.35,Electronics,440.0,Dormant,True,False,True
559,Cheryl,Castillo,cherylcastillo@outlook.com,-9905,,Low_Value,Direct,18-25,Low,31.69,0.7,True,False,True,,39,Clothing,8,7,1,249.84,35.691428571428574,2024-09-28,2025-06-13,2,5,76.26,173.58,Books,370.0,Dormant,True,False,True
560,Katie,Jenkins,katie.jenkins@gmail.com,-10799,,Medium_Value,SMS,18-25,Premium,101.15,0.49,False,False,False,,28,Electronics,2,2,0,208.81,104.405,2025-03-17,2025-04-30,0,2,0.0,208.81,Electronics,414.0,Dormant,True,True,True
561,Brian,Walter,brian358@gmail.com,-11642,,Low_Value,Social,26-35,Premium,95.53,0.85,False,False,False,,9,Beauty,11,11,0,1171.64,106.51272727272728,2024-07-10,2025-06-04,3,8,402.62,769.02,Home,379.0,Dormant,True,True,True
562,Amanda,Gonzales,amanda.gonzales@yahoo.com,-8414,,High_Value,Social,26-35,Low,312.93,0.37,False,False,True,,28,Books,8,6,2,2092.04,348.67333333333335,2024-07-25,2025-06-11,0,6,0.0,2092.04,Beauty,372.0,Dormant,True,False,True
563,Sheryl,Holmes,sheryl427@gmail.com,-10573,,Low_Value,Direct,Unknown,Low,71.86,0.62,False,True,True,,25,Electronics,3,2,1,154.64,77.32,2024-07-27,2025-05-29,0,2,0.0,154.64,Clothing,385.0,Dormant,True,False,True
564,Jennifer,Jackson,jenniferjackson@hotmail.com,-8760,,High_Value,Push,26-35,High,454.77,0.22,False,True,True,,40,Clothing,8,8,0,3653.54,456.6925,2024-09-03,2025-06-18,0,8,0.0,3653.54,Home,365.0,Dormant,True,False,True
565,Jennifer,Hooper,jennifer406@outlook.com,-7482,,High_Value,SMS,55+,High,385.13,0.27,True,False,True,,27,Sports,7,3,4,1300.91,433.63666666666666,2024-11-20,2025-05-22,1,2,526.41,774.5,Beauty,392.0,Dormant,True,False,True
566,Sara,Hernandez,sara846@gmail.com,-7462,,Low_Value,Email,18-25,Medium,38.74,0.68,True,True,True,,38,Electronics,9,8,1,316.21,39.52625,2024-07-12,2025-05-12,2,6,97.65,218.56,Books,402.0,Dormant,True,True,True
567,Lisa,Crosby,lisacrosby@gmail.com,-6066,,High_Value,Push,46-55,High,457.16,0.29,True,True,False,,19,Electronics,5,4,1,1943.65,485.9125,2024-07-31,2025-02-27,1,3,552.7,1390.95,Clothing,476.0,Dormant,True,False,True
568,Brian,Marsh,brianmarsh@yahoo.com,-8533,,New_Customer,SMS,55+,Medium,143.94,0.63,True,True,True,,20,Home,6,6,0,888.71,148.11833333333334,2024-07-17,2025-06-01,1,5,207.11,681.6,Electronics,382.0,Dormant,True,False,True
569,Melissa,White,melissa.white@gmail.com,-6749,,Low_Value,Social,18-25,High,92.53,0.87,True,False,True,,26,Clothing,7,6,1,683.15,113.85833333333333,2024-07-19,2025-04-28,3,3,419.29,263.86,Beauty,416.0,Dormant,True,False,True
570,Rebecca,Ferrell,rebecca807@hotmail.com,-4235,,Medium_Value,Push,46-55,High,177.47,0.47,False,False,True,,34,Beauty,7,6,1,1134.51,189.085,2024-07-15,2025-05-14,1,5,201.74,932.77,Clothing,400.0,Dormant,True,False,True
571,Kenneth,Schneider,kenneth.schneider@gmail.com,-9090,,High_Value,SMS,46-55,High,169.32,0.39,False,True,False,,6,Sports,5,5,0,1018.74,203.748,2024-08-24,2025-05-24,3,2,710.62,308.12,Beauty,390.0,Dormant,True,True,True
572,Lisa,Wilkins,lisa.wilkins@outlook.com,-7507,,High_Value,Social,46-55,Unknown,376.56,0.39,False,True,False,,44,Home,5,4,1,1774.7,443.675,2024-08-06,2025-03-17,1,3,563.76,1210.94,Electronics,458.0,Dormant,True,True,True
573,April,Anderson,april348@outlook.com,-6113,,Medium_Value,SMS,36-45,Premium,91.74,0.57,True,True,False,,15,Clothing,8,8,0,904.97,113.12125,2024-07-18,2025-08-01,5,3,681.18,223.79,Books,321.0,Dormant,True,False,True
574,Roberta,Rice,roberta421@outlook.com,-10534,,High_Value,Email,26-35,Medium,483.84,0.22,False,True,False,,5,Beauty,4,4,0,2309.74,577.435,2024-08-28,2025-03-19,1,3,839.71,1470.03,Sports,456.0,Dormant,True,False,True
575,Travis,Orr,travisorr@hotmail.com,-10332,,New_Customer,Email,55+,Premium,45.94,0.72,False,True,True,,31,Books,13,12,1,680.36,56.696666666666665,2024-08-09,2025-07-02,6,6,393.11,287.25,Sports,351.0,Dormant,True,True,True
576,Amber,Vaughan,amber983@outlook.com,-3150,,Medium_Value,SMS,Unknown,High,198.8,0.64,False,True,False,,20,Sports,10,7,3,1320.73,188.6757142857143,2024-08-27,2025-01-31,0,7,0.0,1320.73,Sports,503.0,Dormant,True,True,True
577,Adrienne,Green,adriennegreen@outlook.com,-7270,,New_Customer,Social,Unknown,Low,136.07,0.79,False,False,False,,30,Sports,9,9,0,1145.04,127.22666666666667,2024-07-11,2025-07-04,1,8,172.45,972.59,Books,349.0,Dormant,True,False,True
578,Lori,Moss,lorimoss@outlook.com,-7019,,New_Customer,Push,36-45,Medium,69.22,0.64,False,True,True,,38,Electronics,7,6,1,494.89,82.48166666666667,2024-08-06,2025-06-29,1,5,114.51,380.38,Sports,354.0,Dormant,True,False,True
579,Vicki,Jones,vicki179@hotmail.com,-2190,,Medium_Value,SMS,18-25,Low,110.52,0.51,False,True,False,,24,Home,9,6,3,826.73,137.78833333333333,2024-09-18,2025-06-15,2,4,328.86,497.87,Beauty,368.0,Dormant,True,True,True
580,Anna,Richard,annarichard@hotmail.com,-4020,,New_Customer,Email,46-55,Low,127.81,0.69,False,True,True,,20,Beauty,9,8,1,1107.21,138.40125,2024-08-02,2025-07-01,2,6,415.86,691.35,Electronics,352.0,Dormant,True,False,True
581,Timothy,Alexander,timothy.alexander@yahoo.com,-11256,,Medium_Value,Email,18-25,Medium,160.62,0.59,True,True,False,,13,Sports,7,6,1,1277.88,212.98,2024-07-24,2025-06-29,3,3,735.72,542.16,Sports,354.0,Dormant,True,False,True
582,Natalie,Clements,natalieclements@outlook.com,-5264,,Low_Value,Push,26-35,Medium,44.99,0.68,False,False,False,,33,Sports,6,6,0,274.85,45.80833333333333,2024-09-09,2025-05-03,1,5,72.87,201.98,Home,411.0,Dormant,True,False,True
583,William,Sullivan,william745@hotmail.com,-3782,,High_Value,SMS,36-45,Unknown,374.1,0.27,True,True,True,,2,Electronics,13,9,4,3711.49,412.3877777777778,2024-07-26,2025-07-04,0,9,0.0,3711.49,Electronics,349.0,Dormant,True,True,True
584,Doris,Mcdaniel,dorismcdaniel@outlook.com,-5313,,Low_Value,Push,46-55,Low,48.34,0.63,False,True,True,,8,Home,9,6,3,301.51,50.251666666666665,2024-08-08,2025-05-01,1,5,85.45,216.06,Sports,413.0,Dormant,True,False,True
585,Ruben,Donaldson,ruben.donaldson@outlook.com,-8179,,New_Customer,Push,26-35,Medium,65.82,0.79,False,False,False,,15,Clothing,6,5,1,398.06,79.612,2024-08-02,2025-03-05,3,2,275.21,122.85,Clothing,470.0,Dormant,True,True,True
586,Joan,Allison,joanallison@gmail.com,-8948,,Low_Value,Social,18-25,Unknown,37.03,0.78,False,False,True,,12,Sports,13,12,1,494.58,41.215,2024-08-22,2025-03-18,3,9,139.01,355.57,Electronics,457.0,Dormant,True,False,True
587,Elizabeth,Sullivan,elizabeth.sullivan@outlook.com,-2297,,Medium_Value,Push,18-25,Premium,155.07,0.42,False,False,False,,9,Home,11,8,3,1459.16,182.395,2024-09-01,2025-06-04,3,5,649.62,809.54,Home,379.0,Dormant,True,False,True
588,Anne,Miller,annemiller@yahoo.com,-7774,,Medium_Value,Push,55+,Low,90.2,0.51,False,False,True,,37,Books,9,7,2,678.99,96.99857142857142,2024-12-25,2025-06-05,2,5,235.18,443.81,Clothing,378.0,Dormant,True,False,True
589,Alexis,Fletcher,alexis.fletcher@outlook.com,-5462,,Low_Value,Push,46-55,Low,78.42,0.9,False,True,True,,38,Home,6,5,1,398.86,79.772,2024-07-06,2025-06-10,0,5,0.0,398.86,Books,373.0,Dormant,True,False,True
590,Teresa,Burgess,teresaburgess@hotmail.com,-4151,,High_Value,Email,46-55,Medium,436.64,0.39,True,True,True,,9,Home,10,9,1,4424.69,491.6322222222222,2024-07-19,2025-06-22,0,9,0.0,4424.69,Electronics,361.0,Dormant,True,False,True
591,Katrina,Barr,katrinabarr@yahoo.com,-3790,,Low_Value,Direct,36-45,Premium,47.54,0.73,False,False,True,,41,Books,6,6,0,272.17,45.361666666666665,2024-09-26,2025-05-17,0,6,0.0,272.17,Electronics,397.0,Dormant,True,False,True
592,Erik,Johnson,erik.johnsonhotmail.com,-7844,,Medium_Value,SMS,55+,Medium,134.36,0.63,True,False,True,,22,Clothing,7,7,0,1124.78,160.68285714285713,2024-07-06,2025-06-30,3,4,589.02,535.76,Home,353.0,Dormant,True,True,True
593,Scott,Howell,scott.howell@gmail.com,-4388,,New_Customer,SMS,18-25,Medium,81.94,0.66,False,True,False,,3,Electronics,6,4,2,346.66,86.665,2024-10-15,2025-04-14,1,3,121.14,225.52,Home,430.0,Dormant,True,False,True
594,Nicole,Ortega,nicoleortega@gmail.com,-6405,,High_Value,Push,46-55,Low,266.91,0.36,True,True,True,,30,Electronics,12,9,3,2287.89,254.21,2024-08-14,2025-06-16,1,8,347.12,1940.77,Books,367.0,Dormant,True,False,True
595,Mary,Richardson,mary.richardson@hotmail.com,-9331,,High_Value,Push,26-35,High,371.68,0.34,False,True,True,,19,Beauty,7,6,1,2093.15,348.85833333333335,2024-08-02,2025-07-02,0,6,0.0,2093.15,Beauty,351.0,Dormant,True,False,True
596,Brian,Fischer,brianfischer@outlook.com,-3867,,Medium_Value,Email,36-45,High,162.05,0.65,True,True,False,,6,Home,4,3,1,582.01,194.00333333333333,2024-07-11,2025-05-21,1,2,230.31,351.7,Books,393.0,Dormant,True,False,True
597,Robert,White,robertwhite@gmail.com,-10406,,Medium_Value,Email,36-45,High,136.63,0.7,True,True,False,,7,Beauty,8,6,2,883.41,147.235,2024-07-05,2025-06-26,1,5,164.64,718.77,Clothing,357.0,Dormant,True,False,True
598,Laura,Benson,laurabenson@gmail.com,-4189,,High_Value,Social,55+,High,370.51,0.27,False,True,False,,29,Home,7,7,0,2657.9,379.7,2024-08-05,2025-06-29,0,7,0.0,2657.9,Clothing,354.0,Dormant,True,False,True
599,Scott,Morrison,scott769@yahoo.com,-6718,,Low_Value,Push,26-35,Unknown,61.09,0.72,True,False,False,,27,Beauty,6,5,1,330.52,66.104,2024-07-17,2025-06-24,1,4,84.33,246.19,Clothing,359.0,Dormant,True,False,True
600,Travis,Jenkins,travisjenkins@yahoo.com,-6317,,New_Customer,SMS,26-35,Medium,37.82,0.63,False,True,False,,25,Clothing,3,2,1,61.51,30.755,2024-07-29,2025-04-30,0,2,0.0,61.51,Sports,414.0,Dormant,True,False,True
601,Robert,Mccoy,robert686@gmail.com,-6521,,Medium_Value,Social,18-25,Low,114.84,0.47,True,False,True,,12,Sports,7,6,1,776.79,129.465,2024-07-25,2025-07-02,1,5,166.45,610.34,Sports,351.0,Dormant,True,False,True
602,Tiffany,Hall,tiffanyhall@yahoo.com,-8748,,High_Value,Social,55+,Unknown,349.29,0.39,True,False,False,,14,Clothing,7,6,1,2133.41,355.5683333333333,2024-10-22,2025-06-12,0,6,0.0,2133.41,Clothing,371.0,Dormant,True,False,True
603,Chelsea,Fox,chelsea.fox@hotmail.com,-6875,,Medium_Value,SMS,46-55,Low,107.8,0.66,False,True,True,,28,Electronics,4,3,1,501.58,167.19333333333333,2024-08-08,2025-04-13,2,1,374.96,126.62,Beauty,431.0,Dormant,True,False,True
604,Alison,Castillo,alison280@outlook.com,-4415,,New_Customer,SMS,55+,Low,120.6,0.57,False,False,False,,7,Electronics,10,10,0,1396.01,139.601,2024-08-23,2025-06-22,4,6,757.87,638.14,Electronics,361.0,Dormant,True,False,True
605,Susan,Mcdaniel,susan196@hotmail.com,-7997,,Low_Value,Email,46-55,Unknown,59.34,0.61,True,False,True,,44,Home,10,9,1,604.09,67.1211111111111,2024-07-12,2025-06-08,1,8,102.78,501.31,Sports,375.0,Dormant,True,False,True
606,Ricardo,Andrade,ricardoandrade@gmail.com,-4776,,High_Value,SMS,36-45,Low,471.23,0.26,False,False,False,,29,Books,5,4,1,2326.31,581.5775,2024-08-20,2025-05-24,2,2,1409.07,917.24,Beauty,390.0,Dormant,True,True,True
