customer_id,first_name,last_name,email,phone_number,registration_date,customer_segment,preferred_channel,age_group,income_level,avg_order_value,promo_sensitivity,email_opt_in,sms_opt_in,push_opt_in,last_purchase_date,total_lifetime_orders,preferred_category
371,Steven,Baker,stevenbaker@outlook.com,-5559,05:16.8,Medium_Value,Email,55+,Medium,100.53,0.63,FALSE,FALSE,FALSE,17:37.7,23,Clothing
372,Melissa,Cordova,melissa612@gmail.com,-10434,15:56.8,Low_Value,Push,55+,Medium,90.19,0.66,FALSE,TRUE,TRUE,13:53.8,46,Home
373,Denise,Thompson,denise.thompson@outlook.com,-10050,03:15.6,Medium_Value,Push,55+,Premium,151.51,0.48,TRUE,TRUE,FALSE,17:11.9,3,Clothing
374,Kristopher,Valdez,kristophervaldez@yahoo.com,-4156,22:09.4,Medium_Value,SMS,18-25,Premium,169.59,0.63,FALSE,FALSE,TRUE,14:06.8,21,Beauty
375,Cory,Marshall,cory.marshall@gmail.com,-6605,11:41.5,Low_Value,Push,46-55,Premium,47.88,0.74,TRUE,TRUE,TRUE,,25,Beauty
376,Rebecca,Porter,rebeccaporter@outlook.com,-9915,42:45.1,Medium_Value,Push,18-25,Medium,106.94,0.54,TRUE,TRUE,TRUE,,43,Sports
377,Jessica,Schmidt,jessica.schmidt@gmail.com,-4918,43:53.1,Low_Value,Push,46-55,High,59.73,0.64,TRUE,TRUE,TRUE,,49,Home
378,Patrick,Thompson,patrickthompson@yahoo.com,-5558,11:00.8,New_Customer,Direct,26-35,High,66.67,0.8,FALSE,TRUE,TRUE,,2,Sports
379,Maria,Adams,maria348@outlook.com,-6081,04:21.8,Medium_Value,Social,55+,Low,168.19,0.55,TRUE,FALSE,FALSE,17:28.3,23,Electronics
380,Brooke,Rodriguez,brookerodriguez@gmail.com,-2278,42:36.3,Low_Value,Direct,26-35,Low,82.25,0.77,FALSE,FALSE,TRUE,,22,Sports
381,Jo,Snow,jo.snow@hotmail.com,-6909,37:22.7,New_Customer,Direct,36-45,Premium,108.21,0.78,TRUE,FALSE,TRUE,14:57.8,11,Books
382,Stephanie,Wilson,stephanie132@gmail.com,-6870,16:32.0,High_Value,Email,55+,Premium,490.73,0.24,FALSE,FALSE,FALSE,16:12.9,18,Home
383,William,Johnson,william.johnson@hotmail.com,-7823,35:19.5,High_Value,Direct,46-55,Premium,494.29,0.21,FALSE,TRUE,FALSE,12:48.5,41,Home
384,Joel,Heath,joelheath@hotmail.com,-7540,28:15.6,Low_Value,SMS,18-25,Premium,58.76,0.6,TRUE,FALSE,TRUE,12:49.2,24,Sports
385,Vincent,Ramirez,vincent489@yahoo.com,-8538,20:56.5,High_Value,SMS,26-35,High,207.43,0.24,FALSE,FALSE,FALSE,17:58.6,35,Sports
386,Richard,Haley,richard.haley@yahoo.com,-9241,52:40.5,High_Value,Social,36-45,Low,384.04,0.36,FALSE,FALSE,FALSE,16:41.1,28,Books
387,Christopher,Decker,christopher68@gmail.com,-7899,15:16.3,Low_Value,SMS,26-35,High,46.08,0.61,FALSE,TRUE,FALSE,17:25.0,4,Sports
388,Amy,Stokes,amystokes@outlook.com,-8866,12:43.9,New_Customer,Direct,46-55,Premium,59.51,0.64,TRUE,FALSE,FALSE,,28,Clothing
389,Jeffrey,Solis,jeffreysolis@yahoo.com,-6804,52:06.5,High_Value,Social,36-45,Premium,476.58,0.23,FALSE,TRUE,FALSE,,47,Electronics
390,Sabrina,Solomon,sabrina245@outlook.com,-3700,39:22.9,Low_Value,Push,55+,Medium,59.96,0.8,TRUE,FALSE,TRUE,12:49.0,18,Electronics
391,Daniel,Richard,daniel.richard@gmail.com,-2475,23:50.2,Medium_Value,Email,26-35,Medium,126.96,0.42,TRUE,TRUE,TRUE,12:44.0,33,Sports
392,Michael,Palmer,michaelpalmer@yahoo.com,-9222,11:41.3,High_Value,Direct,26-35,High,384.76,0.4,FALSE,TRUE,TRUE,15:29.1,12,Clothing
393,Jason,Cox,jasoncox@outlook.com,-2720,36:51.9,New_Customer,Push,18-25,High,140.64,0.62,TRUE,FALSE,TRUE,18:23.8,26,Home
394,Victoria,Jones,victoriajones@gmail.com,-9170,00:39.4,High_Value,Direct,36-45,Low,204.4,0.24,FALSE,TRUE,FALSE,18:23.5,32,Sports
395,Michael,Smith,michael710@yahoo.com,-5095,05:26.2,High_Value,Social,18-25,High,277.7,0.22,TRUE,FALSE,FALSE,,42,Books
396,Felicia,Bradley,feliciabradley@hotmail.com,-5536,46:54.7,High_Value,Email,46-55,Premium,479.51,0.38,TRUE,FALSE,FALSE,18:41.9,13,Clothing
397,David,Velazquez,david791@gmail.com,-6061,53:02.3,Low_Value,SMS,18-25,Medium,81.72,0.62,FALSE,TRUE,FALSE,17:51.4,7,Electronics
398,Maria,Potts,maria.potts@gmail.com,-8621,02:43.4,Medium_Value,Email,26-35,Premium,197.96,0.45,TRUE,FALSE,TRUE,15:08.0,15,Electronics
399,Leonard,Short,leonard522@hotmail.com,-2135,19:28.3,New_Customer,Email,55+,Low,53.65,0.63,FALSE,FALSE,TRUE,,21,Clothing
400,Stephanie,Park,stephanie.park@gmail.com,-7514,59:12.1,High_Value,Direct,18-25,Medium,360.08,0.33,TRUE,TRUE,FALSE,18:14.0,29,Home
401,Daniel,Haley,daniel.haley@yahoo.com,-7107,21:44.1,New_Customer,Email,36-45,Medium,65.84,0.67,FALSE,TRUE,FALSE,12:43.5,39,Clothing
402,Jason,Bailey,jason.bailey@hotmail.com,-9594,30:06.1,New_Customer,Social,36-45,Premium,126.28,0.73,FALSE,FALSE,TRUE,14:42.2,6,Beauty
403,Joseph,Montgomery,josephmontgomery@yahoo.com,-6450,22:42.9,New_Customer,Social,36-45,Low,89.68,0.52,TRUE,TRUE,FALSE,17:39.0,13,Sports
404,Mary,Davis,marydavis@outlook.com,-10438,26:05.3,New_Customer,Social,46-55,Premium,40.97,0.55,FALSE,TRUE,FALSE,16:44.7,11,Beauty
405,Sean,Giles,seangiles@outlook.com,-4927,11:02.2,Medium_Value,SMS,18-25,High,127.64,0.53,TRUE,TRUE,FALSE,17:13.7,26,Home
406,Paige,Martinez,paige.martinez@outlook.com,-8522,10:43.8,High_Value,SMS,36-45,Medium,156.81,0.3,FALSE,TRUE,FALSE,13:41.1,48,Electronics
407,Renee,Ingram,renee.ingram@yahoo.com,-2535,17:04.7,Medium_Value,Push,,High,173.81,0.57,FALSE,FALSE,FALSE,15:49.3,37,Electronics
408,Amy,White,amywhite@yahoo.com,-5281,09:03.9,New_Customer,Social,26-35,Medium,99.22,0.69,TRUE,TRUE,TRUE,,41,Books
409,Alyssa,Munoz,alyssamunoz@outlook.com,-4211,27:08.4,High_Value,Social,36-45,Medium,252.5,0.3,TRUE,FALSE,FALSE,17:24.9,8,Home
410,Todd,Larson,toddlarson@gmail.com,-4393,52:04.6,New_Customer,SMS,55+,High,131.9,0.55,TRUE,TRUE,TRUE,16:17.1,37,Books
411,Justin,Spears,justinspears@gmail.com,-3944,25:53.4,New_Customer,SMS,18-25,Medium,35.69,0.7,TRUE,FALSE,FALSE,14:58.5,12,Books
412,Douglas,Lee,douglaslee@outlook.com,-4176,02:37.7,High_Value,Email,55+,Premium,327.73,0.27,TRUE,TRUE,TRUE,18:38.6,48,Home
413,Beverly,Hall,beverlyhall@yahoo.com,-5584,42:17.8,Medium_Value,SMS,46-55,Low,128.77,0.6,FALSE,TRUE,TRUE,14:23.8,46,Clothing
414,Susan,Alvarez,susanalvarez@outlook.com,-10783,19:43.1,New_Customer,Push,18-25,Low,107.45,0.71,TRUE,TRUE,TRUE,,15,Books
415,William,Cox,william179@hotmail.com,-7634,43:02.9,Medium_Value,SMS,,Low,166.51,0.48,TRUE,FALSE,FALSE,18:00.1,47,Beauty
416,Kyle,Lloyd,kyle555@hotmail.com,-10878,06:18.3,New_Customer,Social,18-25,Premium,146.25,0.55,FALSE,FALSE,FALSE,14:23.2,2,Electronics
417,Robert,Walton,robertwalton@yahoo.com,-10138,53:35.5,High_Value,Push,36-45,Premium,465.75,0.26,TRUE,FALSE,TRUE,13:11.7,27,Electronics
418,Carol,Boyd,carol.boyd@hotmail.com,-6364,19:28.6,High_Value,Push,46-55,Low,420.68,0.28,FALSE,TRUE,FALSE,16:49.2,38,Books
419,Donald,Mcgee,donaldmcgee@outlook.com,-7965,17:04.7,Medium_Value,Social,26-35,High,77.84,0.43,FALSE,TRUE,TRUE,14:11.7,17,Sports
420,Pamela,Brown,pamela.brown@hotmail.com,-5154,26:37.7,New_Customer,Direct,46-55,Low,73.92,0.69,FALSE,TRUE,TRUE,17:49.5,16,Books
421,Michael,Smith,michael15@yahoo.com,-9737,18:48.6,High_Value,Direct,46-55,Low,265.74,0.2,FALSE,TRUE,TRUE,15:44.2,48,Home
422,Dustin,Robinson,dustin483@yahoo.com,-4954,04:09.7,Low_Value,Push,26-35,Low,43.69,0.71,FALSE,TRUE,TRUE,15:12.0,10,Sports
423,Blake,Moore,blake.moore@hotmail.com,-9763,34:28.5,New_Customer,Direct,26-35,Premium,66.71,0.59,TRUE,FALSE,TRUE,16:31.6,43,Home
424,Jay,Garcia,jay.garcia@yahoo.com,-8641,01:21.4,High_Value,Direct,26-35,High,198.33,0.36,FALSE,TRUE,TRUE,,8,Clothing
425,Stephanie,Ferguson,stephanie636@yahoo.com,-6177,30:46.8,High_Value,Social,26-35,Premium,413.12,0.39,TRUE,TRUE,TRUE,16:53.4,48,Clothing
426,Andrea,Walker,andrea467@hotmail.com,-6747,50:03.2,High_Value,Social,46-55,Medium,181.8,0.25,FALSE,FALSE,FALSE,,22,Home
427,Maria,Johnson,mariajohnson@yahoo.com,-10657,15:15.8,New_Customer,Social,18-25,Low,132.13,0.79,TRUE,FALSE,FALSE,17:49.8,37,Beauty
428,Andrew,Williams,andrewwilliams@yahoo.com,-3324,28:27.8,Low_Value,Social,26-35,,78.92,0.71,TRUE,TRUE,TRUE,,34,Sports
429,Amanda,Kirby,amanda.kirby@gmail.com,-6515,50:03.7,New_Customer,Direct,46-55,Low,92.16,0.69,FALSE,FALSE,FALSE,,48,Clothing
430,Katelyn,Coleman,katelyncoleman@yahoo.com,-7465,22:33.3,Medium_Value,SMS,46-55,Low,104.41,0.65,FALSE,FALSE,FALSE,,48,Books
431,Christina,Hill,christinahill@yahoo.com,-6240,42:01.9,New_Customer,Social,46-55,Low,84.47,0.69,TRUE,TRUE,TRUE,16:48.7,21,Home
432,Erica,Smith,erica.smith@gmail.com,-4559,58:15.8,New_Customer,Email,18-25,Premium,40.26,0.76,FALSE,TRUE,TRUE,16:34.3,30,Sports
433,Felicia,Sanchez,feliciasanchez@outlook.com,-9746,51:07.3,Medium_Value,Social,18-25,Medium,108.64,0.62,FALSE,FALSE,FALSE,16:13.3,2,Sports
434,Ryan,Roberson,ryan347@outlook.com,-2257,16:16.2,Medium_Value,Social,36-45,Premium,199.36,0.63,FALSE,TRUE,TRUE,,5,Electronics
435,David,Goodwin,david.goodwin@gmail.com,-5187,30:56.7,Low_Value,SMS,46-55,Premium,55.1,0.83,TRUE,TRUE,FALSE,,16,Home
436,Rhonda,Weber,rhondaweber@gmail.com,-2860,53:05.7,Low_Value,Push,26-35,Medium,39.98,0.62,TRUE,TRUE,TRUE,16:58.2,22,Books
437,Julia,Massey,juliamassey@hotmail.com,-9891,54:02.2,Low_Value,Social,26-35,Low,41.39,0.8,FALSE,TRUE,FALSE,14:42.6,3,Clothing
438,Sarah,Jimenez,sarah157@yahoo.com,-2985,16:36.8,New_Customer,Email,36-45,Low,65.44,0.72,FALSE,TRUE,TRUE,15:25.0,39,Beauty
439,Heather,Pena,heather486@outlook.com,-5888,27:25.9,High_Value,Direct,46-55,Medium,181.21,0.36,FALSE,TRUE,TRUE,,21,Clothing
440,Daniel,Oliver,daniel653@outlook.com,-9508,38:50.9,New_Customer,Direct,26-35,Low,74.45,0.78,FALSE,FALSE,TRUE,,22,Clothing
441,Kathryn,Delacruz,kathryn.delacruz@outlook.com,-3540,47:47.7,New_Customer,Email,18-25,Low,69.31,0.55,FALSE,FALSE,FALSE,16:32.9,43,Electronics
442,Anita,Velazquez,anitavelazquez@outlook.com,-6015,02:43.5,Medium_Value,Email,18-25,Medium,157.62,0.4,TRUE,TRUE,TRUE,16:54.0,13,Beauty
443,Emily,Keller,emily.keller@hotmail.com,-8984,02:18.3,Low_Value,Push,46-55,Medium,43.83,0.71,FALSE,TRUE,FALSE,16:25.4,20,Clothing
444,Randall,Burnett,randall564@yahoo.com,-4421,23:21.4,Low_Value,Push,,Medium,61.47,0.89,FALSE,FALSE,TRUE,13:14.6,36,Beauty
445,Lucas,Williams,lucas741@yahoo.com,-6457,20:05.2,Medium_Value,Email,55+,Premium,185.3,0.7,TRUE,FALSE,FALSE,14:28.3,8,Electronics
446,Brian,Perez,brian.perez@hotmail.com,-6739,52:41.8,New_Customer,SMS,26-35,Low,119.67,0.59,TRUE,TRUE,TRUE,15:11.4,43,Beauty
447,Jesus,Jackson,jesus689@outlook.com,-7940,07:33.9,Low_Value,Email,36-45,High,96.68,0.71,FALSE,FALSE,FALSE,17:02.9,5,Electronics
448,Crystal,Strickland,crystalstrickland@outlook.com,-2124,11:58.0,Low_Value,SMS,26-35,Medium,89.06,0.68,FALSE,FALSE,TRUE,14:14.0,37,Electronics
449,Jennifer,Miller,jennifermiller@hotmail.com,-4037,35:56.7,Medium_Value,Push,26-35,High,194.02,0.65,TRUE,TRUE,TRUE,15:21.6,0,Clothing
450,Joseph,Smith,josephsmith@outlook.com,-10096,07:26.4,High_Value,Email,,,322.23,0.3,FALSE,TRUE,FALSE,16:30.0,9,Clothing
451,Ian,Johnson,ian7@hotmail.com,-9960,55:10.5,High_Value,Push,46-55,Low,284.65,0.39,FALSE,TRUE,TRUE,14:04.2,47,Electronics
452,Debbie,Rice,debbie887@gmail.com,-5021,49:48.1,Low_Value,Social,46-55,High,73.9,0.82,FALSE,TRUE,TRUE,,28,Beauty
453,Evelyn,Roberts,evelyn.roberts@outlook.com,-8804,34:46.8,Medium_Value,Direct,46-55,Medium,180.1,0.66,TRUE,FALSE,FALSE,18:36.1,50,Clothing
454,Lisa,Gaines,lisagaines@gmail.com,-2403,14:17.6,New_Customer,Social,36-45,Premium,88.48,0.53,FALSE,FALSE,TRUE,14:36.6,7,Home
455,Holly,Sparks,hollysparks@gmail.com,-3875,22:15.3,High_Value,Push,26-35,Low,431.62,0.27,FALSE,TRUE,TRUE,15:49.2,34,Home
456,Jamie,Haynes,jamie172@hotmail.com,-2549,21:16.6,Low_Value,Email,26-35,Low,62.44,0.69,FALSE,FALSE,FALSE,16:55.2,10,Electronics
457,Kathleen,Simon,kathleen.simon@hotmail.com,-9817,52:47.5,High_Value,Email,46-55,High,305.73,0.36,FALSE,TRUE,TRUE,15:28.6,36,Electronics
458,Leslie,Thomas,leslie.thomas@outlook.com,-6394,04:42.2,High_Value,Email,36-45,Medium,349.02,0.3,FALSE,TRUE,FALSE,14:19.6,29,Clothing
459,Sydney,Garrett,sydney360@yahoo.com,-9020,25:23.0,New_Customer,Push,18-25,Low,75.89,0.54,TRUE,FALSE,TRUE,16:15.1,8,Books
460,Ashley,Hancock,ashley150@hotmail.com,-7796,29:35.3,High_Value,Social,36-45,Low,345.68,0.24,TRUE,FALSE,TRUE,14:10.4,0,Beauty
461,Angela,Green,angela.green@gmail.com,-4069,37:39.0,Medium_Value,SMS,55+,Premium,116.12,0.58,FALSE,FALSE,TRUE,13:41.9,44,Books
462,Carlos,Jordan,carlos.jordan@outlook.com,-7152,36:13.0,High_Value,Email,26-35,Premium,385.78,0.2,TRUE,FALSE,FALSE,18:28.3,1,Clothing
463,Christopher,Davis,christopher440@outlook.com,-4950,40:28.3,Medium_Value,Direct,46-55,High,198.58,0.54,TRUE,TRUE,FALSE,14:01.7,15,Electronics
464,Gina,Parker,ginaparker@outlook.com,-9908,42:16.6,Medium_Value,Social,55+,High,168.66,0.4,FALSE,TRUE,TRUE,,7,Clothing
465,Anthony,Campos,anthony.campos@yahoo.com,-5708,08:38.3,High_Value,Direct,46-55,Premium,156.1,0.23,TRUE,TRUE,TRUE,,37,Sports
466,Steven,Forbes,steven854@outlook.com,-7430,21:48.6,Low_Value,Direct,26-35,Premium,83.12,0.68,FALSE,TRUE,FALSE,13:58.0,6,Books
467,Cheryl,Valdez,cheryl.valdez@outlook.com,-5790,58:16.9,Medium_Value,SMS,26-35,Premium,137.82,0.58,TRUE,FALSE,TRUE,15:53.6,15,Beauty
468,Robert,Fisher,robert.fisher@gmail.com,-9762,43:52.2,Medium_Value,Social,46-55,Low,197.76,0.69,TRUE,FALSE,TRUE,16:44.8,23,Clothing
469,Jennifer,Brooks,jennifer570@hotmail.com,-6565,00:39.7,Medium_Value,SMS,18-25,Medium,135.75,0.48,FALSE,TRUE,FALSE,,43,Electronics
470,Michael,Huerta,michaelhuerta@outlook.com,-7973,05:13.9,Medium_Value,Direct,18-25,Premium,113.07,0.49,TRUE,TRUE,FALSE,16:24.0,26,Home
471,Tiffany,Hill,tiffany.hill@hotmail.com,-5235,48:48.2,High_Value,SMS,18-25,Medium,336.84,0.31,TRUE,TRUE,TRUE,12:59.5,50,Books
472,Sarah,Frazier,sarahfrazier@outlook.com,-6563,51:06.6,New_Customer,SMS,36-45,,94.79,0.6,TRUE,FALSE,FALSE,17:40.0,7,Electronics
473,Laura,Delacruz,lauradelacruz@outlook.com,-4900,25:42.4,New_Customer,Email,18-25,Low,98.02,0.75,FALSE,TRUE,FALSE,15:34.1,16,Books
474,Hayden,Avila,hayden.avila@hotmail.com,-2289,36:03.1,New_Customer,Email,26-35,High,32.1,0.54,FALSE,TRUE,FALSE,,15,Beauty
475,Aaron,Gonzalez,aaron.gonzalez@yahoo.com,-6135,36:48.6,High_Value,SMS,55+,Medium,376.35,0.27,FALSE,FALSE,TRUE,,25,Electronics
476,Philip,Chung,philip78@gmail.com,-10295,40:54.7,New_Customer,SMS,26-35,Medium,52.51,0.65,TRUE,TRUE,TRUE,18:27.9,21,Clothing
477,Stephanie,Edwards,stephanie448@hotmail.com,-4575,36:58.2,High_Value,Direct,,Low,397.34,0.37,TRUE,TRUE,TRUE,17:29.7,3,Home
478,Kimberly,Robertson,kimberly.robertson@gmail.com,-10971,35:24.0,New_Customer,SMS,55+,Medium,143.38,0.64,TRUE,FALSE,FALSE,,4,Beauty
479,David,Le,davidle@hotmail.com,-6862,49:41.2,High_Value,Push,55+,Medium,328.8,0.31,FALSE,FALSE,TRUE,17:24.9,25,Beauty
480,Michelle,Bender,michelle412@hotmail.com,-3959,55:41.9,High_Value,SMS,55+,Medium,338.97,0.32,TRUE,TRUE,TRUE,15:59.7,37,Electronics
481,James,Yoder,james.yoder@yahoo.com,-6628,31:21.8,Medium_Value,SMS,36-45,Low,92.67,0.65,TRUE,FALSE,FALSE,13:04.7,19,Beauty
482,Deborah,Jones,deborah.jones@hotmail.com,-9916,08:37.1,Medium_Value,SMS,36-45,,93.63,0.55,TRUE,FALSE,TRUE,,48,Home
483,Christopher,Rodriguez,christopher.rodriguez@outlook.com,-4853,52:28.9,Medium_Value,Push,18-25,Low,110.36,0.62,FALSE,FALSE,FALSE,14:16.7,0,Books
484,Edward,Mccoy,edward.mccoy@hotmail.com,-4484,39:56.8,New_Customer,Push,36-45,,87.87,0.66,FALSE,FALSE,FALSE,14:23.5,6,Electronics
485,Marcus,Williams,marcus129@outlook.com,-5014,00:12.0,New_Customer,Push,55+,Premium,76.99,0.69,TRUE,TRUE,TRUE,15:34.3,19,Clothing
486,Gordon,Morales,gordonmorales@outlook.com,-2306,42:34.1,New_Customer,Push,26-35,Premium,93.99,0.6,FALSE,TRUE,FALSE,16:52.6,34,Clothing
487,Grant,Hayes,granthayes@hotmail.com,-5200,10:46.5,Medium_Value,Email,46-55,High,75.34,0.58,TRUE,FALSE,FALSE,14:24.6,6,Electronics
488,Trevor,Archer,trevor220@gmail.com,-10582,46:43.3,High_Value,Push,46-55,High,182.35,0.28,FALSE,FALSE,TRUE,16:52.7,39,Electronics
489,Douglas,Bennett,douglas415@gmail.com,-11036,42:47.9,Medium_Value,Social,18-25,Premium,179.73,0.69,TRUE,TRUE,FALSE,14:48.1,13,Electronics
490,Leslie,Butler,lesliebutler@yahoo.com,-3665,54:20.5,High_Value,SMS,55+,High,441.67,0.29,FALSE,TRUE,TRUE,14:45.6,35,Clothing
491,Emily,Miles,emily.miles@outlook.com,-11276,22:56.4,New_Customer,Email,36-45,Medium,141.22,0.61,FALSE,FALSE,TRUE,13:56.0,50,Sports
492,Kari,Hughes,karihughes@outlook.com,-5290,03:25.7,Medium_Value,Email,36-45,High,92.21,0.5,TRUE,FALSE,TRUE,,35,Electronics
493,Andre,Lozano,andre.lozano@yahoo.com,-10335,37:09.2,High_Value,Direct,18-25,Premium,386.68,0.36,FALSE,FALSE,FALSE,17:42.9,21,Clothing
494,Victoria,Nichols,victorianichols@hotmail.com,-5633,54:48.1,Low_Value,Email,18-25,High,26.83,0.73,TRUE,FALSE,FALSE,14:25.3,13,Clothing
495,Wendy,Dougherty,wendydougherty@gmail.com,-9452,52:01.6,New_Customer,Push,55+,Premium,46.56,0.64,FALSE,FALSE,FALSE,15:10.4,50,Sports
496,Daniel,Martinez,daniel.martinez@gmail.com,-9236,15:44.4,Medium_Value,Social,36-45,Low,101.71,0.6,FALSE,FALSE,TRUE,14:26.7,28,Home
497,Christopher,Jones,christopherjones@gmail.com,-8355,33:38.8,New_Customer,SMS,46-55,Low,47.82,0.51,TRUE,FALSE,FALSE,13:18.3,19,Sports
498,John,Beasley,johnbeasley@outlook.com,-8671,34:52.9,Medium_Value,Push,26-35,Medium,142.07,0.47,FALSE,FALSE,FALSE,16:37.8,26,Sports
499,Brett,Gray,brett583@hotmail.com,-4977,04:15.7,Low_Value,SMS,18-25,Low,68.62,0.77,FALSE,FALSE,TRUE,15:13.1,44,Sports
500,Barbara,Sullivan,barbarasullivan@yahoo.com,-7937,39:20.1,Medium_Value,SMS,18-25,Medium,155.82,0.5,FALSE,FALSE,FALSE,17:38.2,10,Electronics
501,Martin,Thompson,martinthompson@hotmail.com,-3018,11:02.3,Medium_Value,SMS,55+,Premium,195.55,0.58,FALSE,FALSE,FALSE,13:12.8,4,Electronics
502,Sara,Torres,sara596@hotmail.com,-8504,32:45.5,High_Value,SMS,46-55,Low,248.71,0.24,TRUE,TRUE,FALSE,17:29.3,30,Electronics
503,Jonathan,Haney,jonathanhaney@yahoo.com,-4589,59:05.5,High_Value,Social,36-45,Low,312.04,0.34,FALSE,TRUE,FALSE,15:39.5,27,Sports
504,Ronald,Bailey,ronald21@gmail.com,-6004,01:48.3,Medium_Value,Push,26-35,Low,124.27,0.58,FALSE,TRUE,FALSE,16:35.4,43,Beauty
505,Natalie,Levy,natalie.levy@yahoo.com,-7605,57:33.4,New_Customer,Push,55+,Premium,40.14,0.56,FALSE,FALSE,TRUE,15:52.7,30,Electronics
506,Jesus,Norman,jesus958@gmail.com,-5630,45:36.8,New_Customer,Direct,46-55,,149.68,0.63,TRUE,TRUE,FALSE,18:19.9,46,Clothing
507,Christine,Case,christine171@yahoo.com,-2120,04:19.5,High_Value,Social,55+,Medium,423.12,0.37,FALSE,FALSE,FALSE,16:52.8,49,Sports
508,Steven,Scott,steven.scott@hotmail.com,-9953,38:11.6,New_Customer,SMS,18-25,Premium,63.93,0.74,FALSE,FALSE,TRUE,14:13.0,14,Sports
509,Katherine,Medina,katherine.medina@yahoo.com,-3516,40:00.0,High_Value,Social,18-25,Medium,448.27,0.24,FALSE,TRUE,FALSE,13:53.6,40,Clothing
510,Tyler,Anderson,tyleranderson@gmail.com,-9256,12:59.1,High_Value,Email,46-55,Medium,188.77,0.25,FALSE,TRUE,TRUE,,30,Home
511,Michael,Blake,michaelblake@yahoo.com,-11277,21:12.9,High_Value,Direct,,High,289.53,0.2,FALSE,TRUE,TRUE,12:55.3,12,Electronics
512,Billy,Howe,billy965@hotmail.com,-6767,15:34.5,Medium_Value,Social,36-45,High,169.24,0.52,FALSE,TRUE,FALSE,,10,Sports
513,Latoya,Valentine,latoya.valentine@yahoo.com,-7601,30:03.5,High_Value,Push,18-25,Medium,290.1,0.23,FALSE,TRUE,TRUE,15:53.4,3,Electronics
514,Michelle,Day,michelleday@yahoo.com,-3396,02:58.1,New_Customer,Email,55+,Low,65.85,0.62,FALSE,FALSE,FALSE,12:51.7,9,Beauty
515,Amanda,Jones,amanda521@gmail.com,-7223,26:37.1,New_Customer,Social,55+,Medium,122.58,0.73,TRUE,FALSE,FALSE,,21,Clothing
516,Brianna,Walter,briannawalter@hotmail.com,-4258,03:50.6,Medium_Value,Email,55+,Premium,165.85,0.56,TRUE,TRUE,FALSE,,34,Beauty
517,Michael,Vincent,michael913@outlook.com,-9861,07:52.2,High_Value,Email,46-55,,232.47,0.25,FALSE,FALSE,FALSE,14:06.0,48,Sports
518,Teresa,Garcia,teresa276@yahoo.com,-4625,44:17.3,New_Customer,SMS,18-25,Low,118.14,0.51,FALSE,FALSE,TRUE,18:23.7,23,Clothing
519,Patricia,Garcia,patricia134@outlook.com,-10208,47:45.1,New_Customer,Social,18-25,Low,103.48,0.7,TRUE,TRUE,FALSE,,38,Electronics
520,Lisa,Taylor,lisa.taylor@outlook.com,-7515,27:18.0,New_Customer,Email,,Low,108.15,0.69,FALSE,TRUE,TRUE,15:43.9,31,Sports
521,Stacy,Irwin,stacy426@gmail.com,-9785,29:52.9,Low_Value,SMS,26-35,,98.44,0.77,FALSE,FALSE,FALSE,15:53.9,28,Home
522,Christopher,Taylor,christopher.taylor@yahoo.com,-3647,47:25.7,High_Value,Social,26-35,High,206.86,0.38,TRUE,FALSE,TRUE,16:17.3,38,Books
523,Marilyn,Delacruz,marilyn.delacruz@yahoo.com,-5594,33:31.6,Medium_Value,Direct,46-55,High,198.61,0.51,FALSE,FALSE,TRUE,16:34.2,30,Electronics
524,Laura,Jefferson,laura.jefferson@yahoo.com,-2826,33:33.3,High_Value,SMS,46-55,,401.36,0.28,TRUE,TRUE,FALSE,16:28.6,0,Electronics
525,Patricia,Thomas,patricia.thomas@outlook.com,-10635,43:46.2,New_Customer,Direct,36-45,High,44.62,0.59,FALSE,FALSE,FALSE,15:52.8,36,Clothing
526,Jeremy,Garcia,jeremy.garcia@gmail.com,-5482,18:10.4,Medium_Value,Email,55+,Premium,102.61,0.41,TRUE,TRUE,FALSE,13:20.6,39,Books
527,Tonya,Ross,tonyaross@hotmail.com,-7449,30:37.5,Low_Value,Direct,55+,Premium,95.6,0.89,FALSE,FALSE,TRUE,16:15.4,27,Electronics
528,Eddie,Fitzgerald,eddie202@gmail.com,-8705,41:28.9,New_Customer,Push,,Low,147.33,0.7,TRUE,FALSE,TRUE,13:24.7,36,Clothing
529,Nicholas,George,nicholasgeorge@gmail.com,-6143,15:48.6,New_Customer,Social,46-55,High,128.35,0.74,FALSE,FALSE,TRUE,17:33.5,34,Books
530,Courtney,Shaw,courtney.shaw@gmail.com,-9562,59:41.0,Low_Value,Social,55+,High,74.2,0.78,TRUE,FALSE,FALSE,13:26.3,15,Books
531,Gary,Williams,garywilliams@outlook.com,-9313,29:51.5,New_Customer,Direct,26-35,Premium,82.25,0.52,FALSE,TRUE,FALSE,,4,Beauty
532,Kristin,Jennings,kristin489@outlook.com,-7350,39:51.5,Low_Value,SMS,46-55,,77.88,0.81,TRUE,FALSE,FALSE,,2,Sports
533,Richard,Allen,richard.allen@hotmail.com,-4698,19:06.3,High_Value,Direct,18-25,Low,394.92,0.32,FALSE,FALSE,TRUE,14:29.3,37,Home
534,Dalton,Acevedo,dalton.acevedo@hotmail.com,-3776,10:13.4,New_Customer,Social,,Premium,66.57,0.71,FALSE,TRUE,TRUE,13:18.7,39,Home
